Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost,Included / International,Price / International,Compare At Price / International,Status
chinon-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-navy-blue-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Navy,,XXL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-hot-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,Chinon Hot Pink Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon, embroidery-work, ethnic-suit, free-shipping, hot-pink, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Pink,Size,Free Size,,,,,shopify,10,deny,manual,102.99,147.28,TRUE,TRUE,,,,,FALSE,Chinon Hot Pink Occasional Wear Embroidery Work Readymade...,Shop this Hot Pink Chinon salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-hot-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XS,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-hot-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,S,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-hot-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,M,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-hot-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,L,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-hot-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-hot-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XXL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-green-occasional-wear-embroidery-work-readymade-plazzo-suit,Chinon Green Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon, embroidery-work, ethnic-suit, free-shipping, green, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Green,Size,Free Size,,,,,shopify,10,deny,manual,102.99,147.28,TRUE,TRUE,,,,,FALSE,Chinon Green Occasional Wear Embroidery Work Readymade Pa...,Shop this Green Chinon salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,XS,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,S,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,M,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,L,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,XL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,XXL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-violet-occasional-wear-embroidery-work-readymade-plazzo-suit,Chinon Violet Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"chinon, embroidery-work, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit, violet",TRUE,Color,Default,Size,Free Size,,,,,shopify,10,deny,manual,102.99,147.28,TRUE,TRUE,,,,,FALSE,Chinon Violet Occasional Wear Embroidery Work Readymade P...,Shop this Violet Chinon salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
chinon-violet-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Default,,XS,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-violet-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Default,,S,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-violet-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Default,,M,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-violet-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Default,,L,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-violet-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Default,,XL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
chinon-violet-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Default,,XXL,,,,,shopify,5,deny,manual,102.99,147.28,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,Georgette Pink Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, palazzo-suit, pink, salwar-kameez, salwar-suit",TRUE,Color,Pink,Size,Free Size,,,,,shopify,10,deny,manual,97.99,140.13,TRUE,TRUE,,,,,FALSE,Georgette Pink Occasional Wear Embroidery Work Readymade ...,Shop this Pink Georgette salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XS,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,S,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,M,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,L,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-pink-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Pink,,XXL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-wine-occasional-wear-embroidery-work-readymade-plazzo-suit,Georgette Wine Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit, wine",TRUE,Color,Wine,Size,Free Size,,,,,shopify,10,deny,manual,97.99,140.13,TRUE,TRUE,,,,,FALSE,Georgette Wine Occasional Wear Embroidery Work Readymade ...,Shop this Wine Georgette salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-wine-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,XS,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-wine-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,S,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-wine-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,M,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-wine-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,L,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-wine-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,XL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-wine-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Wine,,XXL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-green-occasional-wear-embroidery-work-readymade-plazzo-suit,Georgette Green Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, free-shipping, georgette, green, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit",TRUE,Color,Green,Size,Free Size,,,,,shopify,10,deny,manual,97.99,140.13,TRUE,TRUE,,,,,FALSE,Georgette Green Occasional Wear Embroidery Work Readymade...,Shop this Green Georgette salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,XS,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,S,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,M,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,L,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,XL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-green-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Green,,XXL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-purple-occasional-wear-embroidery-work-readymade-plazzo-suit,Georgette Purple Occasional Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, free-shipping, georgette, indian-ethnic-wear, indian-suit, luxemia, occasional-wear, palazzo-suit, purple, salwar-kameez, salwar-suit",TRUE,Color,Purple,Size,Free Size,,,,,shopify,10,deny,manual,97.99,140.13,TRUE,TRUE,,,,,FALSE,Georgette Purple Occasional Wear Embroidery Work Readymad...,Shop this Purple Georgette salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
georgette-purple-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Purple,,XS,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-purple-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Purple,,S,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-purple-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Purple,,M,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-purple-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Purple,,L,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-purple-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Purple,,XL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
georgette-purple-occasional-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Purple,,XXL,,,,,shopify,5,deny,manual,97.99,140.13,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-teal-blue-festival-wear-embroidery-work-readymade-plazzo-suit,Fendy Silk Teal Blue Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, fendy-silk, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, palazzo-suit, salwar-kameez, salwar-suit, teal-blue",TRUE,Color,Teal,Size,Free Size,,,,,shopify,10,deny,manual,138.99,198.76,TRUE,TRUE,,,,,FALSE,Fendy Silk Teal Blue Festival Wear Embroidery Work Readym...,Shop this Teal Blue Fendy Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
fendy-silk-teal-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Teal,,XS,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-teal-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Teal,,S,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-teal-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Teal,,M,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-teal-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Teal,,L,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-teal-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Teal,,XL,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-teal-blue-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Teal,,XXL,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-rani-pink-festival-wear-embroidery-work-readymade-plazzo-suit,Fendy Silk Rani Pink Festival Wear Embroidery Work Readymade Palazzo Suit,,LuxeMia,,Salwar Kameez,"embroidery-work, ethnic-suit, fendy-silk, festival-wear, free-shipping, indian-ethnic-wear, indian-suit, luxemia, palazzo-suit, rani-pink, salwar-kameez, salwar-suit",TRUE,Color,Rani,Size,Free Size,,,,,shopify,10,deny,manual,138.99,198.76,TRUE,TRUE,,,,,FALSE,Fendy Silk Rani Pink Festival Wear Embroidery Work Readym...,Shop this Rani Pink Fendy Silk salwar kameez for festival wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
fendy-silk-rani-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,XS,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-rani-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,S,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-rani-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,M,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-rani-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,L,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-rani-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,XL,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
fendy-silk-rani-pink-festival-wear-embroidery-work-readymade-plazzo-suit,,,,,,,,,Rani,,XXL,,,,,shopify,5,deny,manual,138.99,198.76,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-black-occasional-wear-mirror-work-readymade-patiyala-suit,Silk Black Occasional Wear Mirror Work Readymade Patiala Suit,,LuxeMia,,Salwar Kameez,"black, ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, mirror-work, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit, silk",TRUE,Color,Black,Size,Free Size,,,,,shopify,10,deny,manual,85.99,122.97,TRUE,TRUE,,,,,FALSE,Silk Black Occasional Wear Mirror Work Readymade Patiala ...,Shop this Black Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-black-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Black,,XS,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-black-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Black,,S,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-black-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Black,,M,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-black-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Black,,L,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-black-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Black,,XL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-black-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Black,,XXL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-light-pink-occasional-wear-mirror-work-readymade-patiyala-suit,Silk Light Pink Occasional Wear Mirror Work Readymade Patiala Suit,,LuxeMia,,Salwar Kameez,"ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, light-pink, luxemia, mirror-work, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit, silk",TRUE,Color,Light Pink,Size,Free Size,,,,,shopify,10,deny,manual,85.99,122.97,TRUE,TRUE,,,,,FALSE,Silk Light Pink Occasional Wear Mirror Work Readymade Pat...,Shop this Light Pink Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-light-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Light Pink,,XS,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-light-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Light Pink,,S,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-light-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Light Pink,,M,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-light-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Light Pink,,L,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-light-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Light Pink,,XL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-light-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Light Pink,,XXL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-green-occasional-wear-mirror-work-readymade-patiyala-suit,Silk Green Occasional Wear Mirror Work Readymade Patiala Suit,,LuxeMia,,Salwar Kameez,"ethnic-suit, free-shipping, green, indian-ethnic-wear, indian-suit, luxemia, mirror-work, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit, silk",TRUE,Color,Green,Size,Free Size,,,,,shopify,10,deny,manual,85.99,122.97,TRUE,TRUE,,,,,FALSE,Silk Green Occasional Wear Mirror Work Readymade Patiala ...,Shop this Green Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-green-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Green,,XS,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-green-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Green,,S,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-green-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Green,,M,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-green-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Green,,L,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-green-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Green,,XL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-green-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Green,,XXL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-maroon-occasional-wear-mirror-work-readymade-patiyala-suit,Silk Maroon Occasional Wear Mirror Work Readymade Patiala Suit,,LuxeMia,,Salwar Kameez,"ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, maroon, mirror-work, occasional-wear, palazzo-suit, salwar-kameez, salwar-suit, silk",TRUE,Color,Maroon,Size,Free Size,,,,,shopify,10,deny,manual,85.99,122.97,TRUE,TRUE,,,,,FALSE,Silk Maroon Occasional Wear Mirror Work Readymade Patiala...,Shop this Maroon Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-maroon-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Maroon,,XS,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-maroon-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Maroon,,S,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-maroon-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Maroon,,M,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-maroon-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Maroon,,L,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-maroon-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Maroon,,XL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-maroon-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Maroon,,XXL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-rani-pink-occasional-wear-mirror-work-readymade-patiyala-suit,Silk Rani Pink Occasional Wear Mirror Work Readymade Patiala Suit,,LuxeMia,,Salwar Kameez,"ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, mirror-work, occasional-wear, palazzo-suit, rani-pink, salwar-kameez, salwar-suit, silk",TRUE,Color,Rani,Size,Free Size,,,,,shopify,10,deny,manual,85.99,122.97,TRUE,TRUE,,,,,FALSE,Silk Rani Pink Occasional Wear Mirror Work Readymade Pati...,Shop this Rani Pink Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-rani-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Rani,,XS,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-rani-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Rani,,S,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-rani-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Rani,,M,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-rani-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Rani,,L,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-rani-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Rani,,XL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-rani-pink-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Rani,,XXL,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-purple-occasional-wear-mirror-work-readymade-patiyala-suit,Silk Purple Occasional Wear Mirror Work Readymade Patiala Suit,,LuxeMia,,Salwar Kameez,"ethnic-suit, free-shipping, indian-ethnic-wear, indian-suit, luxemia, mirror-work, occasional-wear, palazzo-suit, purple, salwar-kameez, salwar-suit, silk",TRUE,Color,Purple,Size,Free Size,,,,,shopify,10,deny,manual,85.99,122.97,TRUE,TRUE,,,,,FALSE,Silk Purple Occasional Wear Mirror Work Readymade Patiala...,Shop this Purple Silk salwar kameez for occasional wear. Free shipping worldwide. Shop Indian ethnic wear at LuxeMia.Shop.,,kg,,,,,,active
silk-purple-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Purple,,XS,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
silk-purple-occasional-wear-mirror-work-readymade-patiyala-suit,,,,,,,,,Purple,,S,,,,,shopify,5,deny,manual,85.99,122.97,TRUE,TRUE,,,,,,,,,kg,,,,,,
